study_accession	sample_accession	experiment_accession	run_accession	fastq_ftp	sample_title	
PRJEB43889	SAMEA8401648	ERX5313526	ERR5533118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533118/ERR5533118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533118/ERR5533118_2.fastq.gz	RAS_Fevi_02_1718_2	
PRJEB43889	SAMEA8401651	ERX5313527	ERR5533119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533119/ERR5533119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533119/ERR5533119_2.fastq.gz	RAS_Fevi_02_1718_1	
PRJEB43889	SAMEA8401654	ERX5313528	ERR5533120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533120/ERR5533120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533120/ERR5533120_2.fastq.gz	RAS_Fevi_01_1718	
PRJEB43889	SAMEA8401656	ERX5313529	ERR5533121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533121/ERR5533121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533121/ERR5533121_2.fastq.gz	RAS_Fevi_12_1718	
PRJEB43889	SAMEA8401659	ERX5313530	ERR5533122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533122/ERR5533122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533122/ERR5533122_2.fastq.gz	RAS_Fevi_11_1718	
PRJEB43889	SAMEA8401661	ERX5313531	ERR5533123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533123/ERR5533123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533123/ERR5533123_2.fastq.gz	RAS_Fevi_10_1718	
PRJEB43889	SAMEA8401664	ERX5313532	ERR5533124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533124/ERR5533124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533124/ERR5533124_2.fastq.gz	RAS_Fevi_09_1718_2	
PRJEB43889	SAMEA8401667	ERX5313533	ERR5533125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533125/ERR5533125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533125/ERR5533125_2.fastq.gz	RAS_Fevi_09_1718_1	
PRJEB43889	SAMEA8401670	ERX5313534	ERR5533126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533126/ERR5533126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533126/ERR5533126_2.fastq.gz	RAS_Fevi_08_1718_2	
PRJEB43889	SAMEA8401673	ERX5313535	ERR5533127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533127/ERR5533127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533127/ERR5533127_2.fastq.gz	RAS_Fevi_08_1718_1	
PRJEB43889	SAMEA8401675	ERX5313536	ERR5533128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533128/ERR5533128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533128/ERR5533128_2.fastq.gz	RAS_F4_07_1718_2	
PRJEB43889	SAMEA8401678	ERX5313537	ERR5533129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533129/ERR5533129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533129/ERR5533129_2.fastq.gz	RAS_F4_07_1718_1	
PRJEB43889	SAMEA8401682	ERX5313538	ERR5533130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533130/ERR5533130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533130/ERR5533130_2.fastq.gz	RAS_F4_06_1718_3	
PRJEB43889	SAMEA8401684	ERX5313539	ERR5533131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533131/ERR5533131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533131/ERR5533131_2.fastq.gz	RAS_F4_06_1718_2	
PRJEB43889	SAMEA8401688	ERX5313540	ERR5533132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533132/ERR5533132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533132/ERR5533132_2.fastq.gz	RAS_F4_06_1718_1	
PRJEB43889	SAMEA8401690	ERX5313541	ERR5533133	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533133/ERR5533133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533133/ERR5533133_2.fastq.gz	RAS_F4_05_1718_2	
PRJEB43889	SAMEA8401694	ERX5313542	ERR5533134	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533134/ERR5533134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533134/ERR5533134_2.fastq.gz	RAS_F4_05_1718_1	
PRJEB43889	SAMEA8401696	ERX5313543	ERR5533135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533135/ERR5533135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533135/ERR5533135_2.fastq.gz	RAS_F4_04_1718_4	
PRJEB43889	SAMEA8401698	ERX5313544	ERR5533136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533136/ERR5533136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533136/ERR5533136_2.fastq.gz	RAS_F4_04_1718_3	
PRJEB43889	SAMEA8401701	ERX5313545	ERR5533137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533137/ERR5533137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533137/ERR5533137_2.fastq.gz	RAS_F4_04_1718_2	
PRJEB43889	SAMEA8401703	ERX5313546	ERR5533138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533138/ERR5533138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533138/ERR5533138_2.fastq.gz	RAS_F4_04_1718_1	
PRJEB43889	SAMEA8401705	ERX5313547	ERR5533139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533139/ERR5533139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533139/ERR5533139_2.fastq.gz	RAS_F4_03_1718_3	
PRJEB43889	SAMEA8401707	ERX5313548	ERR5533140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533140/ERR5533140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533140/ERR5533140_2.fastq.gz	RAS_F4_03_1718_2	
PRJEB43889	SAMEA8401709	ERX5313549	ERR5533141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533141/ERR5533141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533141/ERR5533141_2.fastq.gz	RAS_F4_03_1718_1	
PRJEB43889	SAMEA8401711	ERX5313550	ERR5533142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533142/ERR5533142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533142/ERR5533142_2.fastq.gz	RAS_F4_02_1718_2	
PRJEB43889	SAMEA8401713	ERX5313551	ERR5533143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533143/ERR5533143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533143/ERR5533143_2.fastq.gz	RAS_F4_02_1718_1	
PRJEB43889	SAMEA8401714	ERX5313552	ERR5533144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533144/ERR5533144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533144/ERR5533144_2.fastq.gz	RAS_F4_01_1718	
PRJEB43889	SAMEA8401716	ERX5313553	ERR5533145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533145/ERR5533145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533145/ERR5533145_2.fastq.gz	RAS_F4_12_1718	
PRJEB43889	SAMEA8401719	ERX5313554	ERR5533146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533146/ERR5533146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533146/ERR5533146_2.fastq.gz	RAS_F4_11_1718	
PRJEB43889	SAMEA8401721	ERX5313555	ERR5533147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533147/ERR5533147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533147/ERR5533147_2.fastq.gz	RAS_F4_10_1718	
PRJEB43889	SAMEA8401723	ERX5313556	ERR5533148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533148/ERR5533148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533148/ERR5533148_2.fastq.gz	RAS_F4_09_1718_2	
PRJEB43889	SAMEA8401725	ERX5313557	ERR5533149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533149/ERR5533149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533149/ERR5533149_2.fastq.gz	RAS_F4_09_1718_1	
PRJEB43889	SAMEA8401731	ERX5313558	ERR5533150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533150/ERR5533150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533150/ERR5533150_2.fastq.gz	RAS_F4_08_1718_2	
PRJEB43889	SAMEA8401732	ERX5313559	ERR5533151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533151/ERR5533151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533151/ERR5533151_2.fastq.gz	RAS_F4_08_1718_1	
PRJEB43889	SAMEA8401735	ERX5313560	ERR5533152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533152/ERR5533152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533152/ERR5533152_2.fastq.gz	RAS_EGC_07_1718_2	
PRJEB43889	SAMEA8401739	ERX5313561	ERR5533153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533153/ERR5533153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533153/ERR5533153_2.fastq.gz	RAS_EGC_07_1718_1	
PRJEB43889	SAMEA8401742	ERX5313562	ERR5533154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533154/ERR5533154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533154/ERR5533154_2.fastq.gz	RAS_EGC_06_1718_2	
PRJEB43889	SAMEA8401745	ERX5313563	ERR5533155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533155/ERR5533155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533155/ERR5533155_2.fastq.gz	RAS_EGC_06_1718_1	
PRJEB43889	SAMEA8401748	ERX5313564	ERR5533156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533156/ERR5533156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533156/ERR5533156_2.fastq.gz	RAS_EGC_05_1718_2	
PRJEB43889	SAMEA8401750	ERX5313565	ERR5533157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533157/ERR5533157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533157/ERR5533157_2.fastq.gz	RAS_EGC_05_1718_1	
PRJEB43889	SAMEA8401753	ERX5313566	ERR5533158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533158/ERR5533158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533158/ERR5533158_2.fastq.gz	RAS_EGC_04_1718_2	
PRJEB43889	SAMEA8401756	ERX5313567	ERR5533159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533159/ERR5533159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533159/ERR5533159_2.fastq.gz	RAS_EGC_04_1718_1	
PRJEB43889	SAMEA8401759	ERX5313568	ERR5533160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533160/ERR5533160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533160/ERR5533160_2.fastq.gz	RAS_EGC_03_1718_2	
PRJEB43889	SAMEA8401762	ERX5313569	ERR5533161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533161/ERR5533161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533161/ERR5533161_2.fastq.gz	RAS_EGC_03_1718_1	
PRJEB43889	SAMEA8401764	ERX5313570	ERR5533162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533162/ERR5533162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533162/ERR5533162_2.fastq.gz	RAS_EGC_02_1718	
PRJEB43889	SAMEA8401767	ERX5313571	ERR5533163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533163/ERR5533163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533163/ERR5533163_2.fastq.gz	RAS_EGC_01_1718_2	
PRJEB43889	SAMEA8401770	ERX5313572	ERR5533164	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533164/ERR5533164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533164/ERR5533164_2.fastq.gz	RAS_EGC_01_1718_1	
PRJEB43889	SAMEA8401774	ERX5313573	ERR5533165	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533165/ERR5533165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533165/ERR5533165_2.fastq.gz	RAS_EGC_12_1718_2	
PRJEB43889	SAMEA8401777	ERX5313574	ERR5533166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533166/ERR5533166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533166/ERR5533166_2.fastq.gz	RAS_EGC_12_1718_1	
PRJEB43889	SAMEA8401780	ERX5313575	ERR5533167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533167/ERR5533167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533167/ERR5533167_2.fastq.gz	RAS_EGC_11_1718_2	
PRJEB43889	SAMEA8401783	ERX5313576	ERR5533168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533168/ERR5533168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533168/ERR5533168_2.fastq.gz	RAS_EGC_11_1718_1	
PRJEB43889	SAMEA8401786	ERX5313577	ERR5533169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533169/ERR5533169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533169/ERR5533169_2.fastq.gz	RAS_EGC_10_1718_2	
PRJEB43889	SAMEA8401790	ERX5313578	ERR5533170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533170/ERR5533170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533170/ERR5533170_2.fastq.gz	RAS_EGC_10_1718_1	
PRJEB43889	SAMEA8401792	ERX5313579	ERR5533171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533171/ERR5533171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533171/ERR5533171_2.fastq.gz	RAS_EGC_09_1718_2	
PRJEB43889	SAMEA8401794	ERX5313580	ERR5533172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533172/ERR5533172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533172/ERR5533172_2.fastq.gz	RAS_EGC_09_1718_1	
PRJEB43889	SAMEA8401796	ERX5313581	ERR5533173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533173/ERR5533173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533173/ERR5533173_2.fastq.gz	RAS_EGC_08_1718_2	
PRJEB43889	SAMEA8401799	ERX5313582	ERR5533174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533174/ERR5533174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533174/ERR5533174_2.fastq.gz	RAS_EGC_08_1718_1	
PRJEB43889	SAMEA8401549	ERX5313664	ERR5533255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533255/ERR5533255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533255/ERR5533255_2.fastq.gz	RAS_HG_07_1718	
PRJEB43889	SAMEA8401551	ERX5313665	ERR5533256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533256/ERR5533256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533256/ERR5533256_2.fastq.gz	RAS_HG_06_1718_3	
PRJEB43889	SAMEA8401554	ERX5313666	ERR5533257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533257/ERR5533257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533257/ERR5533257_2.fastq.gz	RAS_HG_06_1718_2	
PRJEB43889	SAMEA8401556	ERX5313667	ERR5533258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533258/ERR5533258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533258/ERR5533258_2.fastq.gz	RAS_HG_06_1718_1	
PRJEB43889	SAMEA8401559	ERX5313668	ERR5533259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533259/ERR5533259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533259/ERR5533259_2.fastq.gz	RAS_HG_05_1718_2	
PRJEB43889	SAMEA8401563	ERX5313669	ERR5533260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533260/ERR5533260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/000/ERR5533260/ERR5533260_2.fastq.gz	RAS_HG_05_1718_1	
PRJEB43889	SAMEA8401566	ERX5313670	ERR5533261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533261/ERR5533261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/001/ERR5533261/ERR5533261_2.fastq.gz	RAS_HG_04_1718_4	
PRJEB43889	SAMEA8401569	ERX5313671	ERR5533262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533262/ERR5533262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/002/ERR5533262/ERR5533262_2.fastq.gz	RAS_HG_04_1718_3	
PRJEB43889	SAMEA8401571	ERX5313672	ERR5533263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533263/ERR5533263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/003/ERR5533263/ERR5533263_2.fastq.gz	RAS_HG_04_1718_2	
PRJEB43889	SAMEA8401576	ERX5313673	ERR5533264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533264/ERR5533264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/004/ERR5533264/ERR5533264_2.fastq.gz	RAS_HG_04_1718_1	
PRJEB43889	SAMEA8401579	ERX5313674	ERR5533265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533265/ERR5533265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/005/ERR5533265/ERR5533265_2.fastq.gz	RAS_HG_03_1718_3	
PRJEB43889	SAMEA8401582	ERX5313675	ERR5533266	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533266/ERR5533266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/006/ERR5533266/ERR5533266_2.fastq.gz	RAS_HG_03_1718_2	
PRJEB43889	SAMEA8401585	ERX5313676	ERR5533267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533267/ERR5533267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/007/ERR5533267/ERR5533267_2.fastq.gz	RAS_HG_03_1718_1	
PRJEB43889	SAMEA8401587	ERX5313677	ERR5533268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533268/ERR5533268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/008/ERR5533268/ERR5533268_2.fastq.gz	RAS_HG_02_1718_2	
PRJEB43889	SAMEA8401590	ERX5313504	ERR5533269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533269/ERR5533269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/009/ERR5533269/ERR5533269_2.fastq.gz	RAS_HG_02_1718_1	
PRJEB54562	SAMEA110262235	ERX9461841	ERR9919031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/001/ERR9919031/ERR9919031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/001/ERR9919031/ERR9919031_2.fastq.gz	RAS_NegCtr	
PRJEB54562	SAMEA110262235	ERX9461842	ERR9919032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/002/ERR9919032/ERR9919032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/002/ERR9919032/ERR9919032_2.fastq.gz	RAS_NegCtr	
PRJEB54562	SAMEA110262235	ERX9461843	ERR9919033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/003/ERR9919033/ERR9919033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/003/ERR9919033/ERR9919033_2.fastq.gz	RAS_NegCtr	
PRJEB54562	SAMEA110262235	ERX9461844	ERR9919034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/004/ERR9919034/ERR9919034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/004/ERR9919034/ERR9919034_2.fastq.gz	RAS_NegCtr	
PRJEB54562	SAMEA110262235	ERX9461845	ERR9919035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/005/ERR9919035/ERR9919035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/005/ERR9919035/ERR9919035_2.fastq.gz	RAS_NegCtr	
PRJEB54562	SAMEA110262235	ERX9461846	ERR9919036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/006/ERR9919036/ERR9919036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR991/006/ERR9919036/ERR9919036_2.fastq.gz	RAS_NegCtr	
