Kingdom	Phylum	Class	Order	Family	Genus
asv2349	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2350	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2351	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
asv2352	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	NA	NA	NA
asv2353	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2354	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2355	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2356	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
asv2357	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2358	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2359	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella
asv2360	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2361	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2362	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA
asv2363	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2364	Bacteria	Proteobacteria	Gammaproteobacteria	MBAE14	NA	NA
asv2365	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
asv2366	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv2367	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus
asv2368	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio
asv2369	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
asv2370	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2371	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
asv2372	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
asv2373	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
asv2374	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
asv2375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2376	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2377	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2378	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA
asv2379	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2380	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
asv2381	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2382	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
asv2384	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
asv2385	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios
asv2386	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA
asv2387	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA
asv2388	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
asv2389	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2391	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2392	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
asv2393	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
asv2394	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2395	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Allofrancisella
asv2396	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
asv2397	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
asv2398	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2400	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2401	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2402	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
asv2403	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
asv2404	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
asv2405	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
asv2406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2407	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
asv2408	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
asv2409	Bacteria	Proteobacteria	NA	NA	NA	NA
asv2410	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
asv2411	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
asv2412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia
asv2413	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
asv2414	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
asv2415	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
asv2416	Bacteria	NB1-j	NA	NA	NA	NA
asv2417	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
asv2418	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2419	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
asv2421	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
asv2422	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
asv2423	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2424	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2425	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
asv2426	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
asv2427	Bacteria	Margulisbacteria	NA	NA	NA	NA
asv2428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
asv2429	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
asv2430	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
asv2431	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2432	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
asv2433	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
asv2434	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2435	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2436	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
asv2437	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
asv2438	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
asv2439	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
asv2440	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
asv2441	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
asv2442	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv2443	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
asv2444	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2445	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2446	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
asv2447	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA
asv2448	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
asv2449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2450	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2452	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
asv2453	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
asv2455	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2456	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
asv2457	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
asv2458	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella
asv2459	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
asv2460	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2461	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2462	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Vibrionimonas
asv2463	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
asv2464	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2465	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2466	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
asv2467	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	P13-46	NA
asv2468	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2469	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
asv2470	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
asv2471	Bacteria	Verrucomicrobiota	Lentisphaeria	P.palmC41	NA	NA
asv2472	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
asv2473	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
asv2474	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
asv2475	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2476	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2478	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
asv2479	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2480	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
asv2481	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2482	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv2483	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
asv2484	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
asv2485	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2486	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
asv2487	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
asv2488	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
asv2489	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2490	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2491	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2492	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
asv2493	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv2494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2495	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
asv2496	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2497	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
asv2498	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
asv2499	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	NA	NA	NA
asv2500	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv2501	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2502	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
asv2503	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
asv2504	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
asv2505	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
asv2506	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
asv2507	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
asv2508	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2509	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
asv2511	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
asv2512	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2513	Bacteria	NB1-j	NA	NA	NA	NA
asv2514	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
asv2515	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
asv2516	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2517	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
asv2518	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
asv2519	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
asv2520	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv2521	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2522	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
asv2523	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2524	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2525	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv2526	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
asv2527	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
asv2528	Archaea	Crenarchaeota	Nitrososphaeria	Marine_Benthic_Group_A	NA	NA
asv2529	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2531	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
asv2532	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2533	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
asv2534	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
asv2535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
asv2536	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
asv2537	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2538	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2539	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2540	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
asv2541	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
asv2542	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2543	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2545	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
asv2546	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
asv2547	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
asv2548	Bacteria	Proteobacteria	Gammaproteobacteria	HgCo23	NA	NA
asv2549	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2550	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincola
asv2551	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
asv2552	Bacteria	Proteobacteria	NA	NA	NA	NA
asv2553	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2554	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
asv2555	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter
asv2556	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2557	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
asv2558	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
asv2559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2560	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
asv2561	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA
asv2562	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
asv2563	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
asv2564	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
asv2565	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus
asv2566	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
asv2567	Bacteria	Planctomycetota	Pla3_lineage	NA	NA	NA
asv2568	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
asv2569	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
asv2570	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2571	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2572	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
asv2573	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
asv2574	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv2575	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2576	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA
asv2577	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
asv2578	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
asv2579	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2580	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
asv2581	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
asv2582	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
asv2583	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
asv2584	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
asv2585	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv2586	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2587	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
asv2588	Bacteria	PAUC34f	NA	NA	NA	NA
asv2589	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv2590	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2591	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
asv2592	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2593	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	NA	NA
asv2594	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
asv2595	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
asv2596	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	NA
asv2597	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
asv2598	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
asv2599	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2600	Bacteria	NB1-j	NA	NA	NA	NA
asv2601	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2602	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
asv2603	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2604	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2605	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA
asv2606	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2607	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2608	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
asv2609	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
asv2610	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
asv2611	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
asv2612	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2613	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
asv2614	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv2615	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	NA
asv2616	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
asv2617	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv2618	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
asv2619	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
asv2620	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
asv2621	Bacteria	Acidobacteriota	Subgroup_21	NA	NA	NA
asv2622	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
asv2623	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
asv2624	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
asv2625	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
asv2626	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
asv2627	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
asv2628	Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	NA	NA
asv2629	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
asv2630	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
asv2631	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
asv2632	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
